FID,MAP,REFNAME,PARKNAME,LOCATION,OBSERVER,FIELDDATE,APPROVDATE,MANAGER,CS,PS,PS_HIGH,PS_LOW,CU,CU_ACTUAL,PU,PU_HIGH,PU_LOW,TH_RANK_CS,TH_RANK_PS,PROB_FLAG,TRL_ENTPT,TRL_SIGN,PARKING,PKG_AUTO,PKG_BUS,PKG_HORSE,PKG_HANDIC,PKG_TYPE,PKG_SUBSTR,RESTROOM,RSTRM_TYPE,RANGER_STA,INFO_KIOSK,WAY_EXH,WATER,PHONE,GARBAGE,RECYC_BINS,MUTTMITT,SCEN_OVRLK,PICNIC,CAMP_REG,CAMP_GRP,CAMP_BCK,COMMENTS,COASTALZN,LVMCOG_TH,lat,lng,SMMTC_TH,DOGS,COUNTY,JURISDN
212,51,BBT - Ray Miller Trailhead / La Jolla Canyon,Point Mugu State Park,La Jolla Canyon,Jim Anderson,5/9/2001,mb12/31/03 mb11/04/02,CDPR,OP,OP,OP,OP,HE,,,,,Primary,Primary,,Yes,Yes,Yes,30,0,1,99,parking lot,paved,Yes,flush,No,Yes,No,Yes,No,Yes,XX,No,No,Yes,No,No,No,11/04/02 - In-office review based on memory.   0/14/03 updated by JZ. Phone at Campground Host. Walk-in Camp 2.1 mi from trail head. Group Camp 2.4 mi from trailhead. Info Kiosk is old and worn.,in,2,34.08580634,-119.0368896,0,N,VENTURA,Unincorp Ventura
213,23,Dead Horse Trail area,Topanga State Park,Dead Horse Trail area,AP,2/23/2000,mb11/01/00,CDPR,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,Yes,Yes,5,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,Parking is next to a big coast live oak.,out,0,34.09239228,-118.5991581,0,,LOS ANGELES,Unincorp LA
214,17,Cold Cyn Rd,Cold Canyon Nature Preserve,Cold Canyon Road,Jessica/Jill,4/3/2003,mb12/11/03 entered by NK 09/03/0,,UP,UP,UP,UP,,HE,,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,XX,No,No,No,No,No,Fire road access.  mb:  not a fire rd; access to Great American Trail.,Coastal,0,34.09172389,-118.6797395,0,,LOS ANGELES,Unincorp LA
215,23,Topanga State Park/Entrada Rd,Topanga State Park,Entrada Road -- Lower Dead Horse Trail,Andrew,2/23/2000,mb01/02/04 mb11/01/00,CDPR,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,Yes,15,0,0,0,parking lot,Gravel,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"2 trails and informal gravel parking lot next to utility shed.  State Parks sign.  Treat as official, or ignore, close, or SUP?",Coastal,0,34.09303745,-118.5976603,0,,LOS ANGELES,Unincorp LA
216,2,Arroyo Sequit,Arroyo Sequit,Mulholland Hwy ^ Mason Rd,MB/EE,6/8/2000,mb01/01/04 6/8/00,NPS,OP,OP,OP,OP,HO,HO,HO,,,Tertiary,Tertiary,,Yes,No,Yes,8,0,0,0,parking lot,gravel,No,NA,No,Yes,No,No,XX,Yes,XX,XX,No,No,No,No,No,brown trash bin; restrooms up trail; water?,Coastal,2,34.08890143,-118.8906493,0,Y,LOS ANGELES,Unincorp LA
217,117,Topanga State Park/Entrada Rd,Topanga State Park,Entrada Road,MB - in office,5/28/2001,mb05/28/01,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Already w/in park.,Outside,0,34.09321152,-118.5864897,0,,LOS ANGELES,Los Angeles
218,23,Topanga State Park -- Trippet Ranch overlook and trail,Topanga State Park,Topanga State Park/Entrada Rd,Andrew Paden,,mb12/10/03 mb11/01/00,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,3,0,0,0,parking lot,paved,Yes,,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,This is a duplicate of #145.  #70 is the guard gate and parking lot for Trippett Ranch.  Close to potable water and restrooms.,Coastal,0,34.09320799,-118.5887196,0,,LOS ANGELES,Unincorp LA
219,23,Topanga State Park/Entrada Rd,Topanga State Park,Entrada Road -- Lower Dead Horse Trail,Andrew Paden,2/23/2000,mb01/02/04 mb02/23/00,CDPR,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,Yes,5,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Neighborhood entrance.  ignore, close, SUP?",Coastal,0,34.09309816,-118.5994048,0,,LOS ANGELES,Unincorp LA
220,23,BBT - Hondo Canyon,Topanga State Park,Old Topanga Canyon Road ^ BBT,Andrew Paden,2/24/2000,mb12/10/03 mb02/23/00,CDPR,OP,OP,OP,OP,HE,HE,HE,,,Tertiary,Tertiary,,Yes,Maybe,Yes,4,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,XX,No,No,No,No,No,Trail crosses road.  On-street parking is 20m from trailhead.  Poor signage/no signage.  TMP Team:  TH needs better signage.  Do not put toilet here - no room.  Improve crossing (LADPW has since installed rumble strips & xing warning signs).,Coastal,2,34.09303594,-118.6092834,0,N,LOS ANGELES,Unincorp LA
221,2,Mulholland Hwy,,Mulholland ^ Bardman,MB/EE,6/8/2000,6/8/2000,Private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,private driveway,Coastal,0,34.0890137,-118.8941917,0,,LOS ANGELES,Unincorp LA
222,23,BBT - Topanga State Park Main Entrance,Topanga State Park,Entrada Road -- Trippet Ranch Ranger Station,Andrew Paden,,mb12/10/03 mb2/23/00,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Primary,Primary,,Yes,Yes,Yes,100,0,1,1,parking lot,paved,Yes,flush,Yes,Yes,No,Yes,No,Yes,Proposed,XX,No,Yes,No,No,No,"Nature center, trails, exhibits, horses.  TMP Team:  Leave as-is. (mb added recycle bins)",Coastal,1,34.09347831,-118.5879675,0,N,LOS ANGELES,Unincorp LA
223,36,Old Topanga Cyn Neighborhood 1 ^ BBT,Topanga State Park,Old Topanga Cyn Neighborhood 1 ^ BBT - Hondo Cyn,M Beck,,mb05/05/08,CDPR,UP,,,,NA,,NA,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,05/05/08 - Melanie added for TSP Park Entrance map,Coastal,0,34.09353874,-118.6152096,0,,LOS ANGELES,Unincorp LA
224,20,Stunt Ranch/Stunt Rd pullout,Stunt Ranch,Stunt Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09323388,-118.6506669,0,,LOS ANGELES,Unincorp LA
225,23,Topanga State Park/Entrada Rd,Topanga State Park,Entrada ^ Dead Horse Trail,Andrew Paden,2/23/2000,mb01/02/04 mb2/23/00,CDPR,UP,EC,EC,EC,,,,,,Unauthorized,NA,Yes,Yes,Yes,Yes,5,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Locked cattle gate with small state park sign and restriction signage.  mb:  propose to close & obliterate rd/trail.,Coastal,0,34.09392264,-118.6006645,0,,LOS ANGELES,Unincorp LA
226,20,Stunt Ranch/Stunt Rd pullout,Cold Creek Preserve,Stunt Road,,,mb01/01/04,Cold Creek Preserve,OP,OP,OP,OP,HO,HO,HO,,,Tertiary,Tertiary,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,In-hse review.  Ck w/Nancy or Jo abt access & facilities (any trail signage?)  10/7/09 - Access by permit only.,Coastal,0,34.09335008,-118.6477903,0,N,LOS ANGELES,Unincorp LA
227,4,Zuma Ridge Mtwy ^ Encinal Cyn Rd,Zuma/Trancas Canyons,Zuma Ridge Mtwy ^ Encinal Cyn Rd,MB,,mb12/30/03,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,Maybe,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,,0,34.09069305,-118.8386736,0,,LOS ANGELES,Unincorp LA
228,23,Topanga State Park/Entrada Rd/,Topanga State Park,north Entrada Road,MB,11/1/2000,mb11/01/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0943321,-118.587351,0,,LOS ANGELES,Unincorp LA
229,2,Mulholland Hwy,,Mulholland Highway,MB/EE,6/8/2000,6/8/2000,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"accesses 40 acre isolated NPS parcel; for sale sign: Rick Barrett, Coldwell Banker (310)456-1747",Coastal,0,34.09005598,-118.902459,0,,LOS ANGELES,Unincorp LA
230,50,POINT MUGU STATE PARK,Point Mugu State Park,MOVE POINT EAST/Pacific Coast Highway,Jessica/Jill,3/17/2003,mb12/31/03 entered by NK  09/10/,,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,20,0,0,0,parking lot,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,No overnight parking. mb: Must be parking for Mugu Rock.  Not a trailhead.,In,0,34.087597,-119.0624129,0,,VENTURA,Unincorp Ventura
231,23,BBT - Dead Horse Trail Trailhead,Topanga State Park,Dead Horse Trail Parking Lot,AP,2/23/2000,mb12/10/03 mb11/01/00,CDPR,OP,OP,OP,OP,HE,HE,HE,,,Secondary,Secondary,,Yes,Yes,Yes,13,0,0,2,parking lot,paved,Yes,flush,No,Proposed,No,Yes,No,Yes,Proposed,XX,XX,Yes,No,No,XX,"parking $3.00 (2000), gate locked at sunset.  TMP Team:  Keep as is (mb added recycle bins & info kiosk)",in,2,34.09460661,-118.6010471,0,N,LOS ANGELES,Unincorp LA
232,20,Stunt Ranch/Stunt Rd pullout,Stunt Ranch,Stunt Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09398602,-118.6495535,0,,LOS ANGELES,Unincorp LA
233,4,BBT - Mulholland Hwy S,,Mulholland Hwy ^ SAMO 113-65,MB,,mb01/01/03 mb11/05/02,NPS,PP,PP,PP,PP,NA,NA,MU,,,NA,Tertiary,,Maybe,No,No,0,0,0,0,parking lot,dirt,Proposed,composting,No,Proposed,No,Yes,No,Proposed,Proposed,XX,No,No,No,No,No,"TMP Team:  Use municipal water source & electricity from old house hook-ups.  flush toilets or composting.  May decide whether a trailhead should be developed here or on Encinal, but probably not both locations.  Note:  currently, there is no public park",in,0,34.09094613,-118.8683772,0,,LOS ANGELES,Unincorp LA
234,0,Getty View Trailhead,Sepulveda Pass Open Space,Sepulveda Blvd ^ 405,MB,,,MRCA,OP,OP,OP,OP,MU,,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,6,0,0,1,parking lot,paved,Yes,,No,,Yes,Maybe,No,Maybe,Maybe,Maybe,No,Yes,No,No,No,MB 07/24/08 - Added parking info based on maps.live.com.  Need to field check other facilities.,out,2,34.0966677,-118.4762191,0,Y,LOS ANGELES,Los Angeles
235,50,POINT MUGU STATE PARK,Point Mugu State Park,Pacific Coast Highway,Jessica/Jill,3/17/2003,mb12/31/03 entered by NK  09/10/,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,5,0,0,0,parking lot,gravel,Yes,portable,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,parking OK for bus or horse.  mb - doesn't access any trails.  Must be for Mugu Rock.  Keep until verify status w/DPR.,In,0,34.08824275,-119.06235,0,,VENTURA,Unincorp Ventura
236,0,Old Topanga Cyn Neighborhood 2 ^ BBT,Topanga State Park,Old Topanga Cyn Neighborhood 2 ^ BBT - Hondo Cyn,MB - in office,,mb05/05/08,CDPR,UP,,,,NA,,NA,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,05/05/08 - Melanie added for TSP Park Entrance map,Coastal,0,34.09499452,-118.6151213,0,,LOS ANGELES,Unincorp LA
237,54,BBT - Mulholland Hwy N,Circle X Ranch,33333 Mulholland Hwy,Melanie Beck,,mb12/08/03 mb11/05/02,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,Yes,888,888,888,888,,XX,Yes,flush,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Potential partnership with new owner.  Previous owner, Elysium Fields, was amenable to working w/NPS to create a public trailhead using their parking lot.   TMP Team:  Don't use, since opportunity exists to create park-managed trailhead ax street on Wuga",in,0,34.09172392,-118.8695261,0,,LOS ANGELES,Unincorp LA
238,20,Lower Stunt High Trail Trailhead,Stunt Ranch/Calabasas Peak Mtwy,Calabasas Mtwy ^ Stunt High Trail,MB,,mb12/17/02,MRCA,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,888,888,0,0,pullout,dirt,Yes,chemical,No,No,No,No,No,Yes,No,No,No,No,No,No,No,10/15/09 MB - Nancy Helsley described facilities.  Cold Creek Docents pay for Andy Gump - $80/month.  MRCA now empties trash cans.,Coastal,2,34.09517546,-118.6492818,0,Y,LOS ANGELES,Unincorp LA
239,15,Soka U/Mulholland Hwy,,Mulholland Highway,,,,Private,UX,UX,UX,UX,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"26052 Mullholland Highway.  3 private driveways, no evidence of trails at street.",Coastal,0,34.09465843,-118.6970071,0,,LOS ANGELES,Unincorp LA
240,15,Mulholland Highway east of Soka,,"Mulholland Highway, Calabasas",MB,,mb01/01/04,,UX,UX,UX,UX,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Probably equestrian ride area & connect to official trails, but can't say for certain.",Coastal,0,34.09553978,-118.6978302,0,,LOS ANGELES,Unincorp LA
241,30,Las Virgenes Rd ^ Waycross Rd,,Las Virgenes Rd ^ Waycross Rd,MB,,mb12/17/02,CDPR,UP,UP,UP,UP,UN,HE,UN,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,In-hse review,Coastal,0,34.09603309,-118.7114233,0,,LOS ANGELES,Unincorp LA
242,15,Soka U/Mulholland Hwy pullout,,Mulholland Highway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09703634,-118.6962223,0,,LOS ANGELES,Unincorp LA
243,13,Malibu Creek State Park,Malibu Creek State Park,MCSP Main Entrance,MB,,mb12/17/02,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Primary,Primary,,Yes,Yes,Yes,316,5,1,11,parking lot,paved,Yes,flush,Yes,No,No,Yes,XX,Yes,XX,No,No,Yes,Yes,Yes,No,In-house review.  10/9/09 MB BingMaps pkg space count - Admin Lots 1-2 have 77+4handic; THd Lots 1-2 316+5bus+11handic,Coastal,1,34.09696248,-118.7164092,0,N,LOS ANGELES,Unincorp LA
244,50,Pt Mugu St Pk/Chumash Trail,Point Mugu State Park,PCH ^ Chumash Trail,Jessica/Jill,3/17/2003,mb12/31/03 entered by NK  09/10/,CDPR,OP,OP,OP,OP,HO,HO,HO,,,Tertiary,Tertiary,,Yes,Yes,Yes,10,0,0,0,parking lot,gravel,Yes,chemical,No,No,No,No,XX,XX,XX,No,No,No,No,No,No,Across from Seebee's rifle range.  More signage needed to indicate where & length of trail.  Trash.  Not ADA.  mb - 11/2003 - portable restroom gone.,In,2,34.09183504,-119.0654869,0,N,VENTURA,Unincorp Ventura
245,15,Mulholland Highway,,Mulholland Highway,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09763037,-118.6951601,0,,LOS ANGELES,Unincorp LA
246,96,Mulholland ^ Lower Brewster,,Mulholland ^ Lower Brewster,,,mb01/01/04,,DL,DL,DL,DL,NA,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.09634262,-118.806441,0,,LOS ANGELES,Unincorp LA
247,22,Topanga//Hillside Dr,Topanga State Park,End of Hillside Drive,Andrew Paden,02/00/00,mb2/23/00,CDPR,OP,OP,OP,OP,HE,HE,HE,,,Tertiary,Tertiary,,Yes,No,Yes,2,0,0,0,on-street,paved/dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Parking at dead end of Hillside Dr.  Unofficial entrance, but there is a park weather closure fold-down sign.",Coastal,0,34.09953812,-118.5866024,0,N,LOS ANGELES,Unincorp LA
248,20,Calabasas/Cold Cyn Rd,,,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0988243,-118.6667238,0,,LOS ANGELES,Unincorp LA
249,96,Rocky Oaks,Rocky Oaks,Mulholland Highway,Jim Anderson,3/28/2001,mb01/01/04 entered by NK  09/10/,NPS,OP,OP,OP,OP,HE,HE,HE,,,Secondary,Secondary,,Yes,Yes,Yes,30,0,888,0,parking lot,dirt,Yes,composting,No,Yes,No,No,No,Yes,Yes,Proposed,No,Yes,No,No,No,"Trash & recycling present.  Potable water & picnic areas within easy reach of trailhead, but not at trailhead itself.  Amphitheater close to trailhead.  Gate on Kanan as possible other entrance is locked and doesn't appear to be being used despite trail",Outside,2,34.09690316,-118.8139753,0,Y,LOS ANGELES,Unincorp LA
250,20,Cold Creek/Red Rock Rd,,Red Rock Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09924705,-118.6502736,0,,LOS ANGELES,Unincorp LA
251,20,Cold Creek/Stunt Rd,,Stunt Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09938331,-118.6535518,0,,LOS ANGELES,Unincorp LA
252,15,Mulholland Highway,,Mulholland Highway,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.09926249,-118.6935281,0,,LOS ANGELES,Unincorp LA
253,0,Yucca Trailhead,Cold Creek Valley Preserve,Stunt Rd 4/10 mi E of Mulholland,,,,MRCA,OP,OP,OP,OP,HE,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,888,0,0,0,on-street,dirt,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,10/15/09 MB - Nancy Helsley described trailhead.,Outside,0,34.10011259,-118.6539675,0,,LOS ANGELES,Unincorp LA
254,20,Old Abercrombie Ranch Trail,,,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.10036582,-118.6684186,0,,LOS ANGELES,Unincorp LA
255,4,La Sierra Canyon Overlook,Upper La Sierra Canyon Area,Mulholland Hwy ^ La Sierra Overlook,MB/EE,6/8/2000,mb01/01/04,NPS,OP,OP,OP,OP,NA,NA,,,,Overlook Only,Overlook Only,,No,No,No,5,0,0,0,pullout,paved,No,NA,No,No,Yes,No,No,XX,XX,No,Official,No,No,No,No,Official Overlook - overrun by motorcycles on weekends.,Coastal,4,34.09880656,-118.8047778,0,N,LOS ANGELES,Unincorp LA
256,15,Las Virgenes Valley Overlook,King Gillette Ranch,26300 Mulholland Hwy,MB,,mb01/01/04 mb12/22/11,MRCA,OP,OP,OP,OP,NA,NA,NA,,,Overlook Only,Overlook Only,,No,No,Yes,888,0,0,888,pullout,paved,No,NA,No,No,Yes,No,XX,XX,XX,XX,Official,No,No,No,No,,Coastal,4,34.09834557,-118.6950108,0,N,LOS ANGELES,Unincorp LA
257,96,Adventures on Horseback Entrance,Rocky Oaks,West end of Rocky Oaks,JA/MB,4/1/2001,mb12/27/01,NPS,UP,UP,UP,UP,UN,EQ,UN,,,Unauthorized,Unauthorized,Yes,Yes,Maybe,No,0,0,0,0,NA,NA,No,NA,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,Used only by eq's from Adventures on Horseback (since moved from this location after 2001).  May require SUP of any future equestrian operator.,,0,34.09886751,-118.8193761,0,,LOS ANGELES,Unincorp LA
258,92,Runyon Cyn Trailhead - N Fuller Ave,Runyon Canyon Park,end of N Fuller Avenue,MB/EE,6/21/2000,mb10/31/00,LA CITY,OP,OP,OP,OP,HO,HO,HO,,,Secondary,Secondary,Yes,Yes,Yes,Yes,888,0,0,0,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"Nearly impossible to find parking.  Major dog walking entrance.  Severe dog off-lease & waste problems.  Site needs better TH facilities, but env'tal constraints are limiting to create parking, etc.",Outside,0,34.10535657,-118.3489331,0,Y,LOS ANGELES,Los Angeles
259,92,Runyon Cyn Rd Trailhead South,Runyon Canyon Park,Runyon Cyn Rd ^ Vista St,MB/EE,6/21/2000,mb10/31/00,LA CITY,OP,OP,OP,OP,HO,HO,,,,Secondary,Secondary,Yes,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"multiple no parking signs.  Major dog walking entrance.  Severe dog off-leash & waste problems.  Site needs better TH facilities, but very constrained.  May be tertiary in terms of facilities, but is a primary use entrance.",Outside,3,34.10539259,-118.3513624,0,Y,LOS ANGELES,Los Angeles
260,22,Topanga/Greenleaf Cyn Rd,,Greenleaf Canyon Road,Andrew,2/24/2000,mb11/01/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.10240068,-118.6052077,0,,LOS ANGELES,Unincorp LA
261,13,Malibu Ck St Pk/Lookout Rd,Malibu Creek State Park,Malibu Ck St Pk/Lookout Rd,MB,1/29/2003,mb01/29/03,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"Input from MCSP staff.  Serves mainly Malibou Lake community, but DPR considers OP.",Coastal,3,34.10041092,-118.7580539,0,N,LOS ANGELES,Unincorp LA
262,22,Topanga/Hillside Dr & Prier Rd,Topanga State Park,Hillside ^ Prier,Andrew,02/00/00,mb11/01/00,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,No,Yes,2,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,"Public can access park here, but very limited.  Signage at park boundary.",Coastal,0,34.10276458,-118.5881376,0,N,LOS ANGELES,Unincorp LA
263,15,Soka U/Mulholland Hwy,,,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.10186608,-118.6925597,0,,LOS ANGELES,Unincorp LA
264,22,Topanga/Greenleaf Cyn Rd,,Greenleaf Canyon Road,Andrew,2/24/2000,mb11/01/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.10343029,-118.6050842,0,,LOS ANGELES,Unincorp LA
265,0,Canyonback Rd (South end),Hilton Open Space,Canyonback Rd^ Mountain Crest Ln,MB/EE,8/4/2000,mb10/31/00,private,UX,UX,UX,UX,UN,MU,UN,,,NA,NA,,Yes,No,Yes,888,888,888,888,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,XX,No,No,No,XX,regular use by mtn. bikers,out,0,34.10501129,-118.4939183,0,,LOS ANGELES,Los Angeles
266,22,Musch Camp Access/Ranger Residence,Topanga State Park,Topanga/Hillside Dr,Andrew/MB,02/00/00,mb01/02/04 mb11/01/00,CDPR,AD,AD,AD,AD,,,,,,NA,NA,,Yes,No,Yes,3,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"This is admin access for TSP ranger residence at Musch Ranch.  Used by public, though.  Mostly Hillside Dr. neighborhood.",Coastal,0,34.10406567,-118.5888113,0,,LOS ANGELES,Unincorp LA
267,0,Gillette Ranch,King Gillette Ranch,King Gillette Ranch,MB,,mb09/08/05,MRCA,OP,OP,OP,OP,HO,UN,MU,,,Secondary,Primary,,No,No,Yes,99,99,99,99,parking lot,paved,Yes,flush,Yes,Proposed,Proposed,Yes,Yes,Yes,Proposed,No,No,Yes,No,No,No,Future park headquarters and Visitor Center,In,1,34.10258391,-118.7037312,0,N,LOS ANGELES,Unincorp LA
268,15,Soka U/Mulholland Hwy,,"Mulholland, just east of Diamond X",Jim A,4/25/2001,entered by NK 09/03/03,Private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Steep climb to top of hill.  Offroad vehicle use?  Appears to access lots of offroad trails.  Appears no linkage to public lands.,Coastal,0,34.1028793,-118.6952648,0,,LOS ANGELES,Unincorp LA
269,15,Soka U/Mulholland Hwy,,,Andrew Paden,,mb01/02/04 2/17/00,Private,UX,UX,UX,UX,,,,,,NA,NA,,No,No,Yes,888,888,888,888,on-street,XX,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Off-road vehicle trail.  Too steep for reasonable public access.,Coastal,0,34.10284742,-118.6975734,0,,LOS ANGELES,Unincorp LA
270,13,Malibu Ck St Pk/Crags Dr,Malibu Creek State Park,Crags (W) ^ MCSP Boundary,MB,1/29/2003,mb01/29/03,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Input from MCSP staff.  Mainly serves Malibou Lake community, but DPR treats as OP.",Coastal,3,34.10221246,-118.7544575,0,N,LOS ANGELES,Unincorp LA
271,21,Red Rock Cyn/Red Rock Rd,Red Rock,Red Rock Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.10399004,-118.6413704,0,,LOS ANGELES,Unincorp LA
